recipe_name,aggregateRating,flavors,willMakeAgainPct,reviewsCount,url
Hot Fudge Peppermint Stick Sauce,3.75,['chocolate'],100,3,/recipes/food/views/hot-fudge-peppermint-stick-sauce-12115
Coconut-Pecan-Crusted Brownies,3.71,['cocoa' 'coconut' 'pecan' 'vanilla'],88,52,/recipes/food/views/coconut-pecan-crusted-brownies-13644
Melon with Coconut Milk,2.0,['coconut' 'lime'],100,1,/recipes/food/views/melon-with-coconut-milk-12107
Almond Fortune Cookies,2.86,['almond'],72,25,/recipes/food/views/almond-fortune-cookies-14123
Lemon and Anise Sugar Twists,3.0,['lemon'],100,1,/recipes/food/views/lemon-and-anise-sugar-twists-1137
Pot-Brewed Coffee with Raw Sugar and Spices (Café de Olla),3.56,['cinnamon' 'coffee'],100,7,/recipes/food/views/pot-brewed-coffee-with-raw-sugar-and-spices-cafe-de-olla-15366
"Caramel, White Chocolate and Rum Bread Pudding",3.5,['apple' 'chocolate' 'cinnamon' 'ginger' 'raisin' 'rum'],100,2,/recipes/food/views/caramel-white-chocolate-and-rum-bread-pudding-2461
Sweet Crepes with Jam,3.5,['apricot' 'orange' 'rum' 'vanilla'],100,3,/recipes/food/views/sweet-crepes-with-jam-2475
Tangerine Souffles,3.0,['orange'],75,7,/recipes/food/views/tangerine-souffles-5117
Kirsch and Tart Cherry Souffles,0.0,['almond' 'brandy' 'cherry' 'cinnamon' 'vanilla'],0,0,/recipes/food/views/kirsch-and-tart-cherry-souffles-2524
Traditional Hamantaschen,2.67,['cherry' 'orange'],66,42,/recipes/food/views/traditional-hamantaschen-13706
Golden Delicious Apple Tart,3.64,['apple'],95,22,/recipes/food/views/golden-delicious-apple-tart-1074
Mirabelle Ginger Tart,2.0,['almond' 'ginger'],40,6,/recipes/food/views/mirabelle-ginger-tart-5003
Cocoa Angel Food Cake with Orange Glaze,2.6,['cocoa' 'orange' 'vanilla'],63,9,/recipes/food/views/cocoa-angel-food-cake-with-orange-glaze-13713
Chocolate Cake with Caramel-Coconut-Almond Filling,3.3,['almond' 'chocolate' 'coconut' 'coffee' 'vanilla'],80,39,/recipes/food/views/chocolate-cake-with-caramel-coconut-almond-filling-906
Espresso-Chocolate Fudge,3.71,['chocolate' 'marshmallow' 'vanilla'],87,39,/recipes/food/views/espresso-chocolate-fudge-938
Lemon Verbena Pound Cake with Strawberries,3.58,['lemon' 'strawberry' 'vanilla'],90,49,/recipes/food/views/lemon-verbena-pound-cake-with-strawberries-11996
Maple Walnut Pound Cake with Maple Glaze,3.07,['maple' 'vanilla' 'walnut'],80,27,/recipes/food/views/maple-walnut-pound-cake-with-maple-glaze-909
Strawberries with Cassis,3.0,['lemon' 'strawberry'],100,1,/recipes/food/views/strawberries-with-cassis-2014
Devil's Food Cake with Chocolate Spider's Web,3.0,['chocolate' 'cocoa' 'vanilla'],93,15,/recipes/food/views/devils-food-cake-with-chocolate-spiders-web-13415
Blueberry Filling,3.0,['blueberry' 'lemon'],100,2,/recipes/food/views/blueberry-filling-15162
Honey Vanilla Rice-Pudding Crème Brûlée,2.75,['honey' 'orange' 'vanilla'],75,5,/recipes/food/views/honey-vanilla-rice-pudding-creme-brulee-13308
Blender Gingerbread,3.0,['cinnamon' 'clove' 'ginger' 'lemon'],100,2,/recipes/food/views/blender-gingerbread-14949
Panna Cotta with Praline Caramel Sauce,3.2,['hazelnut' 'vanilla'],100,5,/recipes/food/views/panna-cotta-with-praline-caramel-sauce-10200
Stout Spice Cake with Lemon Glaze,3.17,['cinnamon' 'clove' 'ginger' 'lemon' 'pecan'],80,11,/recipes/food/views/stout-spice-cake-with-lemon-glaze-13166
Prune Armagnac Gingerbread,3.62,['cayenne' 'cinnamon' 'clove' 'cocoa' 'coffee' 'ginger' 'vanilla'],100,12,/recipes/food/views/prune-armagnac-gingerbread-11624
Peaches and Raspberries in Spiced White Wine,3.0,['cinnamon' 'orange' 'peach' 'raspberry'],100,1,/recipes/food/views/peaches-and-raspberries-in-spiced-white-wine-2210
Peanut Butter Cookies with Milk Chocolate Chunks,3.07,['chocolate' 'oat' 'peanut' 'vanilla'],75,17,/recipes/food/views/peanut-butter-cookies-with-milk-chocolate-chunks-4518
Butterscotch Pecan Thins,3.33,['pecan' 'vanilla'],100,7,/recipes/food/views/butterscotch-pecan-thins-11866
Dried Fruit and Nut Cake,4.0,"['allspice' 'almond' 'cinnamon' 'cocoa' 'hazelnut' 'honey' 'lemon'
 'orange' 'vanilla']",100,1,/recipes/food/views/dried-fruit-and-nut-cake-2833
Chocolate Chip Crunch Cookies,2.46,['chocolate' 'vanilla'],62,13,/recipes/food/views/chocolate-chip-crunch-cookies-13168
Espresso Chocolate Cheesecake Harris,3.54,['chocolate' 'vanilla'],88,24,/recipes/food/views/espresso-chocolate-cheesecake-harris-14248
Dark Chocolate Walnut Layer Cake,2.33,['chocolate' 'vanilla' 'walnut'],67,3,/recipes/food/views/dark-chocolate-walnut-layer-cake-285
Deep-Dish Apple Pie with Cheddar Crust,3.45,['apple' 'cinnamon' 'ginger' 'lemon' 'nutmeg' 'raisin'],78,37,/recipes/food/views/deep-dish-apple-pie-with-cheddar-crust-2769
Blueberry Sour Cream Pie,3.48,['almond' 'blueberry' 'pecan'],89,125,/recipes/food/views/blueberry-sour-cream-pie-300
Peanut Butter Ice Cream Pie with Fudge Topping,3.77,['peanut'],91,11,/recipes/food/views/peanut-butter-ice-cream-pie-with-fudge-topping-76
Toasted-Coconut Cookies,3.26,['coconut' 'vanilla'],82,39,/recipes/food/views/toasted-coconut-cookies-100578
Katharine Hepburn's Brownies,3.55,['chocolate' 'vanilla' 'walnut'],91,76,/recipes/food/views/katharine-hepburns-brownies-106559
Mascarpone Cheesecake,3.9,['lemon' 'mascarpone' 'vanilla'],99,165,/recipes/food/views/mascarpone-cheesecake-108903
Coconut Rice Pudding,3.4,['coconut' 'vanilla'],91,46,/recipes/food/views/coconut-rice-pudding-109236
Blueberry Ginger Granita,3.64,['blueberry' 'ginger' 'lime'],92,11,/recipes/food/views/blueberry-ginger-granita-106540
Berry Compote with Crispy Won Ton Strips and Vanilla Ice Cream,3.71,['blackberry' 'raspberry' 'strawberry' 'vanilla'],100,6,/recipes/food/views/berry-compote-with-crispy-won-ton-strips-and-vanilla-ice-cream-103735
Green Apple Sorbet,3.0,['apple'],100,2,/recipes/food/views/green-apple-sorbet-103733
Brown Sugar Apricots with Vanilla Yogurt,3.0,['apricot' 'vanilla'],100,1,/recipes/food/views/brown-sugar-apricots-with-vanilla-yogurt-106759
Broiled Peaches with Crème Fraîche,2.5,['peach'],100,2,/recipes/food/views/broiled-peaches-with-creme-fraiche-103740
Sefrou Apricot (Galettes Sucrees),3.0,['almond' 'apricot' 'cinnamon' 'date' 'walnut'],100,4,/recipes/food/views/sefrou-apricot-galettes-sucrees-104994
Chocolate-Cherry Tart,2.92,['brandy' 'cherry' 'chocolate' 'cocoa' 'vanilla'],82,13,/recipes/food/views/chocolate-cherry-tart-107113
Grape and Elderflower Gelée,2.0,['grape'],0,0,/recipes/food/views/grape-and-elderflower-gelee-105136
Lemon Pudding Cake,3.12,['lemon'],84,74,/recipes/food/views/lemon-pudding-cake-108000
Strawberry-Rhubarb Compote with Ginger and Lime,3.91,['ginger' 'lime' 'rhubarb' 'strawberry'],100,9,/recipes/food/views/strawberry-rhubarb-compote-with-ginger-and-lime-107955
Fruit Salad Buffet,4.0,['banana' 'cherry' 'grape' 'mint' 'orange' 'pear' 'pineapple' 'raspberry'],100,5,/recipes/food/views/fruit-salad-buffet-20075
Apple Crunch Pie,3.66,['apple' 'apricot' 'cinnamon' 'lemon' 'oat'],94,47,/recipes/food/views/apple-crunch-pie-104854
Caramelized Mango-Lime Tapioca,3.0,['lime' 'mango' 'vanilla'],75,8,/recipes/food/views/caramelized-mango-lime-tapioca-103161
"Lemon, Honey and Walnut Tart",3.5,['clove' 'honey' 'lemon' 'strawberry' 'vanilla' 'walnut'],100,7,/recipes/food/views/lemon-honey-and-walnut-tart-1473
Pecan and Brown Sugar Crescents,3.5,['cinnamon' 'pecan' 'vanilla'],80,11,/recipes/food/views/pecan-and-brown-sugar-crescents-103160
Coffee Ice Cream and Cookie Parfaits,1.5,['chocolate' 'coffee'],20,6,/recipes/food/views/coffee-ice-cream-and-cookie-parfaits-5453
Berries with Ricotta Cream,2.75,['honey' 'orange' 'raspberry' 'ricotta' 'strawberry'],86,7,/recipes/food/views/berries-with-ricotta-cream-171
Chilled Blackberry Parfaits,3.38,['blackberry' 'grape' 'lemon' 'mint' 'vanilla'],100,5,/recipes/food/views/chilled-blackberry-parfaits-5624
Raspberry Swirl Parfaits,3.5,['chocolate' 'honey' 'raspberry' 'walnut'],100,3,/recipes/food/views/raspberry-swirl-parfaits-11090
Lemon-Cream Meringue Tarts,3.2,['lemon' 'mint'],50,4,/recipes/food/views/lemon-cream-meringue-tarts-107956
Blackberry Semifreddi with Walnut Meringue,3.33,['blackberry' 'lemon' 'walnut'],67,3,/recipes/food/views/blackberry-semifreddi-with-walnut-meringue-108187
Rhubarb Sabayon with Strawberries,3.63,['orange' 'rhubarb' 'strawberry'],100,5,/recipes/food/views/rhubarb-sabayon-with-strawberries-108006
Frozen Lemon Gingersnap Pie,3.87,['lemon'],93,16,/recipes/food/views/frozen-lemon-gingersnap-pie-108189
Coconut Macadamia Shortbread,3.17,['coconut'],83,6,/recipes/food/views/coconut-macadamia-shortbread-10196
"Peach Ice Cream, Philadelphia Style",1.6,['peach' 'vanilla'],20,5,/recipes/food/views/peach-ice-cream-philadelphia-style-101911
Brownies with Chocolate-Covered Raisins,3.33,['chocolate' 'raisin' 'vanilla'],82,10,/recipes/food/views/brownies-with-chocolate-covered-raisins-505
Mixed Berry Pie with Pecan-Orange Lattice Crust,3.43,['allspice' 'blueberry' 'cranberry' 'orange' 'pecan' 'raspberry'],81,16,/recipes/food/views/mixed-berry-pie-with-pecan-orange-lattice-crust-100326
Chocolate Bread Pudding with Bourbon-Pecan Caramel Sauce,3.55,['chocolate' 'lemon' 'pecan' 'vanilla'],90,46,/recipes/food/views/chocolate-bread-pudding-with-bourbon-pecan-caramel-sauce-759
Chocolate Praline Croquembouche,3.8,['chocolate'],100,4,/recipes/food/views/chocolate-praline-croquembouche-13510
Chocolate Crunch Layer Cake with Milk Chocolate Frosting,3.31,['chocolate' 'vanilla'],84,121,/recipes/food/views/chocolate-crunch-layer-cake-with-milk-chocolate-frosting-103151
Coconut Lime Sorbet,3.58,['coconut' 'lime'],79,35,/recipes/food/views/coconut-lime-sorbet-14479
North Shore Chicago Hadassah's Lick-Your-Fingers Kugel,3.45,['cinnamon' 'pecan'],82,43,/recipes/food/views/north-shore-chicago-hadassahs-lick-your-fingers-kugel-40024
Ginger-Orange Strawberry Shortcakes,2.67,['ginger' 'orange' 'strawberry' 'vanilla'],67,4,/recipes/food/views/ginger-orange-strawberry-shortcakes-281
Vanilla Bean Pound Cake with Sour Cream Ice Cream and Strawberries,3.08,['lemon' 'strawberry' 'vanilla'],91,11,/recipes/food/views/vanilla-bean-pound-cake-with-sour-cream-ice-cream-and-strawberries-100160
Almond Lace Cookies,3.29,['almond'],86,36,/recipes/food/views/almond-lace-cookies-103403
Apricot Phyllo Napoleons,1.0,['apricot' 'vanilla'],0,1,/recipes/food/views/apricot-phyllo-napoleons-103404
Ginger-Pecan Roulade with Honey-Glazed Pecans,3.2,['cinnamon' 'clove' 'cocoa' 'ginger' 'pecan'],90,9,/recipes/food/views/ginger-pecan-roulade-with-honey-glazed-pecans-104254
Strawberry-Rhubarb Parfaits,0.0,['rhubarb' 'strawberry' 'vanilla'],0,0,/recipes/food/views/strawberry-rhubarb-parfaits-103345
Coffee Crème Brûlée,3.95,['cinnamon' 'coffee' 'vanilla'],100,27,/recipes/food/views/coffee-creme-brulee-104520
Coffee Crème Brûlée,3.77,['cinnamon' 'coffee' 'vanilla'],95,21,/recipes/food/views/coffee-creme-brulee-13068
Honey Lavender Ice Cream,3.5,['honey' 'lavender'],84,58,/recipes/food/views/honey-lavender-ice-cream-108526
Espresso and Mascarpone Icebox Cake,3.41,['chocolate' 'mascarpone'],91,103,/recipes/food/views/espresso-and-mascarpone-icebox-cake-109757
Best Cocoa Brownies,3.54,['cocoa' 'pecan' 'vanilla'],85,530,/recipes/food/views/best-cocoa-brownies-108346
Piled-High Peach Pie,3.49,['cardamom' 'cinnamon' 'nutmeg' 'peach' 'vanilla'],91,64,/recipes/food/views/piled-high-peach-pie-635
Apple Frangipane Tart,3.0,['almond' 'apple' 'honey'],92,12,/recipes/food/views/apple-frangipane-tart-100540
Key Lime Parfaits,3.51,['graham_cracker' 'lime'],94,69,/recipes/food/views/key-lime-parfaits-102201
Ginger and Vanilla Bean Crème Brûlée,3.84,['ginger' 'mango' 'vanilla'],96,241,/recipes/food/views/ginger-and-vanilla-bean-creme-brulee-100487
Hungarian Hazelnut Torte,3.25,['apricot' 'hazelnut' 'vanilla'],82,11,/recipes/food/views/hungarian-hazelnut-torte-107166
Raspberry Coconut Squares,3.22,['coconut' 'graham_cracker' 'raspberry'],87,24,/recipes/food/views/raspberry-coconut-squares-100659
Kentucky Gingerbread,3.41,['cinnamon' 'clove' 'ginger'],91,33,/recipes/food/views/kentucky-gingerbread-100646
Asian Five-Spice Chocolate Cake,3.29,['chocolate' 'ginger'],83,30,/recipes/food/views/asian-five-spice-chocolate-cake-102238
Orange-Spice Fruit Compote,0.0,['apricot' 'cherry' 'orange' 'raisin'],0,0,/recipes/food/views/orange-spice-fruit-compote-107715
Pumpkin Pie with Spiced Whipped Cream,3.67,['allspice' 'cinnamon' 'ginger' 'pumpkin' 'vanilla'],90,82,/recipes/food/views/pumpkin-pie-with-spiced-whipped-cream-108860
Tropical Fruit Compote with Mango Sorbet,3.38,['lime' 'mango' 'pineapple'],86,8,/recipes/food/views/tropical-fruit-compote-with-mango-sorbet-100531
Plum Pine-Nut Tart,3.38,['anise' 'plum'],100,11,/recipes/food/views/plum-pine-nut-tart-101888
Basic Butter Cookies,3.27,['chocolate' 'vanilla'],75,93,/recipes/food/views/basic-butter-cookies-108915
Brownies with Cream Cheese Swirl,3.11,['almond' 'chocolate' 'vanilla' 'walnut'],86,48,/recipes/food/views/brownies-with-cream-cheese-swirl-5469
Chocolate Peanut Butter Torte,3.25,['chocolate' 'peanut'],100,2,/recipes/food/views/chocolate-peanut-butter-torte-108804
Brandied Sour Cherry and Pear Tartlets,3.64,['brandy' 'cherry' 'pear'],100,8,/recipes/food/views/brandied-sour-cherry-and-pear-tartlets-108780
New York Cheesecake,3.56,['graham_cracker' 'lemon' 'orange' 'vanilla'],89,259,/recipes/food/views/new-york-cheesecake-102592
Figs with Honey-Yogurt Cream,2.75,['cinnamon' 'clove' 'fig' 'honey' 'lemon' 'orange'],50,9,/recipes/food/views/figs-with-honey-yogurt-cream-106492
Toasted Bread-and-Butter Pudding,3.75,['caramel' 'vanilla'],100,6,/recipes/food/views/toasted-bread-and-butter-pudding-106079
Prune and Walnut Crecents,3.67,['cinnamon' 'walnut'],100,4,/recipes/food/views/prune-and-walnut-crecents-107449
Chocolate Chestnut Torte with Chocolate Cognac Mousse,3.15,['chestnut' 'chocolate' 'vanilla'],72,29,/recipes/food/views/chocolate-chestnut-torte-with-chocolate-cognac-mousse-107439
Mango Upside-Down Cake,3.0,['mango' 'vanilla'],82,46,/recipes/food/views/mango-upside-down-cake-106085
Orange Soufflé,2.8,['orange'],40,4,/recipes/food/views/orange-souffle-108777
Citrus Terrine with Candied Grapefruit Strips,4.0,['orange'],100,3,/recipes/food/views/citrus-terrine-with-candied-grapefruit-strips-100588
Spiced Streusel Apple Pie,3.0,['apple' 'cinnamon' 'clove' 'nutmeg' 'vanilla' 'walnut'],86,21,/recipes/food/views/spiced-streusel-apple-pie-102550
Apple Strudel Turnovers,3.81,['apple' 'cinnamon' 'ginger' 'lemon' 'pepper' 'vanilla'],95,30,/recipes/food/views/apple-strudel-turnovers-108587
Fat-Free Lemon Mousse,1.67,['lemon'],63,10,/recipes/food/views/fat-free-lemon-mousse-106338
Triple-Layer White Cake with Orange Curd Filling and Frosting,3.13,['lemon' 'orange' 'vanilla'],84,29,/recipes/food/views/triple-layer-white-cake-with-orange-curd-filling-and-frosting-107719
Chocolate Tart with Candied Cranberries,3.46,['chocolate' 'cranberry' 'vanilla'],89,34,/recipes/food/views/chocolate-tart-with-candied-cranberries-102624
Pumpkin Flan with Gingersnap Crust,3.42,['pumpkin'],80,10,/recipes/food/views/pumpkin-flan-with-gingersnap-crust-107572
Oranges in Cardamom Syrup,3.0,['cardamom' 'cinnamon' 'lemon' 'orange'],80,13,/recipes/food/views/oranges-in-cardamom-syrup-106108
Cheese Blintzes with Strawberry-Rhubarb Compote,3.13,['cardamom' 'honey' 'orange' 'rhubarb' 'strawberry' 'vanilla'],78,8,/recipes/food/views/cheese-blintzes-with-strawberry-rhubarb-compote-5849
Triple-Chocolate Cake with Chocolate-Peppermint Filling,3.46,['chocolate' 'cocoa' 'mint' 'vanilla'],86,120,/recipes/food/views/triple-chocolate-cake-with-chocolate-peppermint-filling-105950
Cinnamon Ice Cream,3.32,['cinnamon'],71,21,/recipes/food/views/cinnamon-ice-cream-107333
Maple Baked Apples with Dried Fruit and Nuts,3.75,['almond' 'apple' 'cherry' 'fig' 'maple' 'pecan'],100,3,/recipes/food/views/maple-baked-apples-with-dried-fruit-and-nuts-106057
Orange Glow Chiffon Cake,3.36,['orange' 'vanilla'],94,19,/recipes/food/views/orange-glow-chiffon-cake-105984
Rocky Road Frosting,3.2,['chocolate' 'marshmallow' 'vanilla'],100,6,/recipes/food/views/rocky-road-frosting-102120
Orange Crème Caramels,2.75,['orange'],56,9,/recipes/food/views/orange-creme-caramels-106086
Caramelized Oranges,3.29,['orange'],100,5,/recipes/food/views/caramelized-oranges-106190
Chocolate-Whiskey Truffles Souffles with Caramel Sauce,3.71,['chocolate' 'cocoa' 'vanilla' 'whiskey'],92,13,/recipes/food/views/chocolate-whiskey-truffles-souffles-with-caramel-sauce-105458
Caramelized Pear Tarts with Cardamom Cream,3.25,['cardamom' 'lemon' 'pear'],100,4,/recipes/food/views/caramelized-pear-tarts-with-cardamom-cream-108520
Individual Ginger Cakes with Apricot Sticky Sauce,3.0,['allspice' 'apricot' 'ginger' 'vanilla'],100,9,/recipes/food/views/individual-ginger-cakes-with-apricot-sticky-sauce-106233
"Autumn Trifle with Roasted Apples, Pears, and Pumpkin-Caramel Sauce",3.33,['apple' 'cinnamon' 'lemon' 'pear' 'pumpkin' 'vanilla'],81,44,/recipes/food/views/autumn-trifle-with-roasted-apples-pears-and-pumpkin-caramel-sauce-108849
Apricot Frozen Yogurt,3.0,['apricot'],100,4,/recipes/food/views/apricot-frozen-yogurt-108782
Lime Custard Tart,2.88,['lime'],67,13,/recipes/food/views/lime-custard-tart-107435
Brown Sugar Baked Apples,3.58,['apple' 'cinnamon' 'maple' 'nutmeg'],100,14,/recipes/food/views/brown-sugar-baked-apples-105692
Fruit Gratin with Calvados and Mascarpone,3.18,['apple' 'apricot' 'lemon' 'mascarpone' 'pear' 'plum'],82,11,/recipes/food/views/fruit-gratin-with-calvados-and-mascarpone-107382
White Pepper Crème Brûlée with Fig and Prune Compote,3.8,['apple' 'fig' 'orange' 'pepper' 'vanilla'],100,6,/recipes/food/views/white-pepper-creme-brulee-with-fig-and-prune-compote-108592
"Baked Apples with Dates, Almonds and Rum",3.64,['almond' 'apple' 'date' 'ginger' 'lemon' 'rum'],100,13,/recipes/food/views/baked-apples-with-dates-almonds-and-rum-15549
Raisin Rice Pudding,3.67,['cinnamon' 'raisin' 'vanilla'],93,60,/recipes/food/views/raisin-rice-pudding-762
Macadamia Coconut Cake,3.23,['coconut' 'honey' 'vanilla'],82,11,/recipes/food/views/macadamia-coconut-cake-11851
Lemon Cream Cheese Frosting,3.65,['lemon'],95,21,/recipes/food/views/lemon-cream-cheese-frosting-105378
Lemon Cream Cheese Frosting,3.1,['lemon'],81,23,/recipes/food/views/lemon-cream-cheese-frosting-5197
Four-Layer Lemon Torte with Lemon Cream Cheese Frosting,3.52,['almond' 'lemon' 'raspberry'],92,49,/recipes/food/views/four-layer-lemon-torte-with-lemon-cream-cheese-frosting-5196
White Chocolate Pecan Truffles,2.67,['brandy' 'chocolate' 'pecan'],100,3,/recipes/food/views/white-chocolate-pecan-truffles-10289
Brandied Dried Cranberries and Cherries,4.0,['brandy' 'cherry' 'cranberry'],100,1,/recipes/food/views/brandied-dried-cranberries-and-cherries-13614
Rainbow Daiquiri Sorbet,3.0,['mango' 'rum'],50,2,/recipes/food/views/rainbow-daiquiri-sorbet-2467
Glazed Apple Rings,3.0,['apple' 'lemon'],100,1,/recipes/food/views/glazed-apple-rings-15330
Raspberry Hot Fudge Sundaes,0.0,['brandy' 'chocolate' 'raspberry' 'vanilla'],0,0,/recipes/food/views/raspberry-hot-fudge-sundaes-4954
Chocolate Kahlua Fantasy Cake,3.56,['almond' 'chocolate' 'graham_cracker' 'walnut'],88,80,/recipes/food/views/chocolate-kahlua-fantasy-cake-11826
Lemon Meringue Custards,4.0,['lemon'],50,2,/recipes/food/views/lemon-meringue-custards-13581
Spiced Pumpkin Loaves with Whipped Cream,3.44,['cinnamon' 'ginger' 'nutmeg' 'pecan' 'pumpkin' 'raisin'],87,20,/recipes/food/views/spiced-pumpkin-loaves-with-whipped-cream-4436
Chocolate-Cherry Truffle Tart,3.67,['cherry' 'chocolate' 'mint'],100,5,/recipes/food/views/chocolate-cherry-truffle-tart-2298
Tea Brack,3.0,['cinnamon' 'clove' 'orange' 'raisin'],100,5,/recipes/food/views/tea-brack-1926
Berry-Berry Streusel Bars,3.2,['blueberry' 'lemon' 'oat' 'raspberry'],88,41,/recipes/food/views/berry-berry-streusel-bars-775
Brownie Torte,3.39,['chocolate' 'coffee' 'vanilla' 'walnut'],95,19,/recipes/food/views/brownie-torte-13407
Tepee Birthday Cakes,3.25,['chocolate' 'cocoa' 'coconut' 'honey'],40,5,/recipes/food/views/tepee-birthday-cakes-10144
Chocolate-Espresso Cookies,3.6,['chocolate' 'vanilla' 'walnut'],95,40,/recipes/food/views/chocolate-espresso-cookies-4213
Spiced Caramel Oranges,3.2,['allspice' 'cinnamon' 'orange' 'rum'],80,5,/recipes/food/views/spiced-caramel-oranges-11464
Free-Form Beesting Cake,2.25,['almond' 'cinnamon' 'honey' 'vanilla'],40,5,/recipes/food/views/free-form-beesting-cake-11385
Grapefruit Alaska,3.5,['vanilla'],50,4,/recipes/food/views/grapefruit-alaska-11358
Coffee and Chocolate Paris-Brest with Warm Caramel Sauce,3.33,['almond' 'chocolate' 'coffee' 'rum' 'vanilla'],83,4,/recipes/food/views/coffee-and-chocolate-paris-brest-with-warm-caramel-sauce-1866
Apple Date-Nut Bars,3.43,['apple' 'cinnamon' 'date' 'lemon' 'pecan'],90,21,/recipes/food/views/apple-date-nut-bars-12776
Blueberry-Raspberry Cake,3.26,['blueberry' 'cinnamon' 'raspberry'],87,23,/recipes/food/views/blueberry-raspberry-cake-1621
Cranberry Swirl Cheesecake with Cranberry-Raspberry Compote,3.74,['cinnamon' 'cranberry' 'nutmeg' 'orange' 'vanilla'],94,98,/recipes/food/views/cranberry-swirl-cheesecake-with-cranberry-raspberry-compote-5742
Chocolate-Dipped Hazelnut Shortbread Wedges,2.93,['chocolate' 'hazelnut'],76,17,/recipes/food/views/chocolate-dipped-hazelnut-shortbread-wedges-10963
Summer Pudding with Whipped Cream,3.6,['lemon'],100,3,/recipes/food/views/summer-pudding-with-whipped-cream-293
Milk Puddings with Berries,3.0,['lemon' 'strawberry' 'vanilla'],100,1,/recipes/food/views/milk-puddings-with-berries-292
Pine Nut Caramel Bars,3.5,['honey' 'lemon'],100,6,/recipes/food/views/pine-nut-caramel-bars-2012
Dutch Chocolate-Mint Cheesecake,3.71,['chocolate' 'cocoa' 'mint' 'vanilla'],92,38,/recipes/food/views/dutch-chocolate-mint-cheesecake-2834
Toblerone Dark Chocolate Honey-Almond Fondue,3.65,['almond' 'brandy' 'chocolate' 'honey' 'orange'],95,34,/recipes/food/views/toblerone-dark-chocolate-honey-almond-fondue-4519
Apricot Crisp,3.22,['apricot' 'cinnamon' 'oat'],85,14,/recipes/food/views/apricot-crisp-101444
Anise-Almond Biscotti,3.86,['almond' 'vanilla'],98,149,/recipes/food/views/anise-almond-biscotti-102706
Pear and Almond Frangipane with Apricot Sauce,3.17,['almond' 'apricot' 'lemon' 'pear' 'rum' 'vanilla'],83,6,/recipes/food/views/pear-and-almond-frangipane-with-apricot-sauce-4512
Fruit in Spiced White Wine,3.5,['apricot' 'cherry' 'cinnamon' 'honey' 'orange' 'vanilla'],100,2,/recipes/food/views/fruit-in-spiced-white-wine-2246
Ginger Almond Wafers,2.83,['almond' 'cinnamon' 'ginger'],80,5,/recipes/food/views/ginger-almond-wafers-1774
Golden Fruitcake,3.47,['brandy' 'cardamom' 'date' 'fig' 'nutmeg' 'raisin' 'vanilla'],93,16,/recipes/food/views/golden-fruitcake-5796
Skibo Castle Ginger Crunch,3.8,['ginger' 'vanilla'],96,25,/recipes/food/views/skibo-castle-ginger-crunch-102754
Orange Poppy-Seed Cake with Berries and Crème Fraîche,3.73,['orange' 'vanilla'],94,19,/recipes/food/views/orange-poppy-seed-cake-with-berries-and-creme-fraiche-11901
Cherry-Fudge Brownies with Chocolate Sauce and Chocolate-Dipped Cherries,3.23,['cherry' 'chocolate' 'vanilla'],90,10,/recipes/food/views/cherry-fudge-brownies-with-chocolate-sauce-and-chocolate-dipped-cherries-101674
Walnut Crepes with Raspberries and Dried Figs,3.67,['fig' 'honey' 'orange' 'raspberry' 'vanilla' 'walnut'],83,5,/recipes/food/views/walnut-crepes-with-raspberries-and-dried-figs-101608
Cherry-Berry Lattice Pie,3.33,['blackberry' 'cherry' 'lemon' 'vanilla'],86,12,/recipes/food/views/cherry-berry-lattice-pie-101673
"Christmas Cranberry, Pear and Walnut Torte with Cream Cheese-Orange Frosting",3.09,['allspice' 'cinnamon' 'cranberry' 'ginger' 'orange' 'walnut'],74,19,/recipes/food/views/christmas-cranberry-pear-and-walnut-torte-with-cream-cheese-orange-frosting-102694
Quick Fruit Crisp,2.5,['apricot' 'banana' 'cherry' 'cinnamon' 'peach' 'pear' 'pecan' 'pineapple'],100,2,/recipes/food/views/quick-fruit-crisp-101334
Frozen White Chocolate and Raspberry Mousse Torte,3.56,['chocolate' 'raspberry' 'vanilla'],88,85,/recipes/food/views/frozen-white-chocolate-and-raspberry-mousse-torte-102719
Almond Cake with Kirsch,3.76,['almond' 'brandy'],93,71,/recipes/food/views/almond-cake-with-kirsch-101677
Lime Almond Cheesecake,3.54,['almond' 'lime'],90,38,/recipes/food/views/lime-almond-cheesecake-101157
Peanut Butter Cake with Chocolate-Peanut Butter Icing,3.35,['chocolate' 'peanut'],88,46,/recipes/food/views/peanut-butter-cake-with-chocolate-peanut-butter-icing-2047
Yogurt Panna Cotta with Cherry and Peach Compote,3.44,['peach' 'vanilla'],88,8,/recipes/food/views/yogurt-panna-cotta-with-cherry-and-peach-compote-105702
Pumpkin Ginger Rice Pudding,2.43,['ginger' 'pumpkin' 'vanilla'],71,7,/recipes/food/views/pumpkin-ginger-rice-pudding-108775
Tiramisu Parfaits with Toasted Almonds,3.39,['almond' 'cocoa' 'coffee'],86,28,/recipes/food/views/tiramisu-parfaits-with-toasted-almonds-103026
Sambuca Poached Figs with Ricotta and Pine Nuts,3.32,['fig' 'ricotta'],95,23,/recipes/food/views/sambuca-poached-figs-with-ricotta-and-pine-nuts-105435
Banana Bread with Chocolate Chips and Walnuts,3.48,['banana' 'chocolate' 'lemon' 'vanilla' 'walnut'],91,480,/recipes/food/views/banana-bread-with-chocolate-chips-and-walnuts-102982
