recipe_name,aggregateRating,flavors,willMakeAgainPct,reviewsCount,url
Dark Chocolate Semifreddo,0.0,['chocolate' 'vanilla'],0,0,/recipes/food/views/dark-chocolate-semifreddo
Banana-Pecan Ice Cream Bread,1.0,['banana' 'pecan'],0,1,/recipes/food/views/banana-pecan-ice-cream-bread
3-Ingredient Hazelnut Cookies,0.0,['hazelnut'],0,0,/recipes/food/views/3-ingredient-hazelnut-cookies
Creamsicle Macaroons,1.5,['coconut' 'honey' 'orange' 'vanilla'],50,2,/recipes/food/views/creamsicle-macaroons
Pizzarelle (Honey-Soaked Matzo Fritters),0.0,['honey' 'orange' 'raisin'],0,0,/recipes/food/views/pizzarelle-honey-soaked-matzo-fritters
Chocolate “Creme Egg” Tart,3.1,['chocolate' 'vanilla'],80,10,/recipes/food/views/chocolate-creme-egg-tart
Blood Orange–Chia Pudding,3.5,['honey' 'orange' 'pistachio'],100,2,/recipes/food/views/blood-orange-chia-pudding
Gluten-Free Lemon Bars,1.0,['lemon'],0,1,/recipes/food/views/gluten-free-lemon-bars
Maple Syrup Candies,0.0,['maple'],0,0,/recipes/food/views/maple-syrup-candies
Fudgy Gluten-Free Cream Cheese Brownies,3.73,['chocolate' 'cocoa' 'coffee' 'vanilla'],100,15,/recipes/food/views/fudgy-gluten-free-cream-cheese-brownies
Prosecco and Raspberry Jelly,0.0,['raspberry'],0,0,/recipes/food/views/prosecco-and-raspberry-jelly
Passion Fruit “Crumble”,0.0,['apple' 'cashew' 'coconut' 'maple' 'mint' 'raspberry' 'vanilla'],0,0,/recipes/food/views/passion-fruit-crumble
Our Favorite Chocolate Chip Cookies,2.62,['chocolate' 'vanilla'],71,58,/recipes/food/views/our-favorite-chocolate-chip-cookies
Chocolate-Raspberry Soufflé,3.47,['chocolate' 'pistachio' 'raspberry'],95,20,/recipes/food/views/chocolate-raspberry-souffle
Amaro-Spiked Mocha With Caramelized Brioche,0.0,['chocolate' 'cocoa'],0,0,/recipes/food/views/amaro-spiked-mocha-with-caramelized-brioche
Strawberries With Balsamic Toffee,4.0,['basil' 'strawberry' 'vanilla'],100,1,/recipes/food/views/strawberries-with-balsamic-toffee
Salted Chocolate Caramel Tart,3.08,['chocolate' 'cocoa' 'vanilla'],71,14,/recipes/food/views/salted-chocolate-caramel-tart-51252880
Salted Chocolate Caramel Tart,3.2,['chocolate' 'cocoa' 'vanilla'],60,5,/recipes/food/views/salted-chocolate-caramel-tart
Coconut and Passionfruit Cream Pie,0.0,['coconut' 'passionfruit'],0,0,/recipes/food/views/coconut-and-passionfruit-cream-pie
Coeur à la Crème with Roasted Strawberry Sauce,3.67,['brandy' 'lemon' 'pepper' 'strawberry' 'vanilla'],100,4,/recipes/food/views/coeur-a-la-creme-with-roasted-strawberry-sauce
Homemade Hot Chocolate Mix,3.54,['chocolate' 'cocoa' 'vanilla'],100,16,/recipes/food/views/homemade-hot-chocolate-mix
Lavender Marcona Almonds,4.0,['almond' 'lavender'],100,1,/recipes/food/views/lavender-marcona-almonds
French Spiced Bread,3.5,['almond' 'anise' 'apricot' 'cinnamon' 'honey' 'orange' 'plum'],100,4,/recipes/food/views/french-spiced-bread
Sunshine Cake,3.4,['almond'],95,19,/recipes/food/views/sunshine-cake
Chocolate-Chestnut Mousse,3.33,['brandy' 'chestnut' 'chocolate' 'vanilla'],100,3,/recipes/food/views/chocolate-chestnut-mousse
"Chocolate, Cinnamon, and Hazelnut Thumbprints",3.54,['chocolate' 'cinnamon' 'cocoa' 'hazelnut' 'vanilla'],92,26,/recipes/food/views/chocolate-cinnamon-and-hazelnut-thumbprints
Apple and Persimmon Tarte Tatin,4.0,['apple' 'brandy' 'vanilla'],100,1,/recipes/food/views/apple-and-persimmon-tarte-tatin
Bittersweet Ganache,1.0,['chocolate' 'cocoa' 'vanilla'],100,1,/recipes/food/views/bittersweet-ganache
Cocoa Syrup,0.0,['almond' 'cocoa'],0,0,/recipes/food/views/cocoa-syrup
Mascarpone Filling,0.0,['mascarpone'],0,0,/recipes/food/views/mascarpone-filling
Chocolate-Nut Rugelach,2.0,['cocoa' 'vanilla' 'walnut'],100,5,/recipes/food/views/chocolate-nut-rugelach
Spiced Brown Butter Linzer Cookies,2.67,['cardamom' 'clove' 'lemon' 'pepper' 'vanilla'],67,3,/recipes/food/views/spiced-brown-butter-linzer-cookies
Danish Salted-Butter Cookies,0.0,['vanilla'],0,0,/recipes/food/views/danish-salted-butter-cookies
Upside-Down Blood Orange–Polenta Cake,3.0,['cardamom' 'orange' 'vanilla'],100,1,/recipes/food/views/upside-down-blood-orangepolenta-cake
Black and White Sesame Seed Cookies,0.0,['lemon'],0,0,/recipes/food/views/black-and-white-sesame-seed-cookies
Ombre Rainbow Cookies,4.0,['almond' 'apricot' 'raspberry'],100,1,/recipes/food/views/ombre-rainbow-cookies
Apple Fritters with Spiced Sugar,4.0,['apple' 'cardamom' 'cinnamon' 'pepper'],100,2,/recipes/food/views/apple-fritters-with-spiced-sugar
Pistachio Cardamom Butter Cookies,3.25,['cardamom' 'chocolate' 'pistachio'],100,15,/recipes/food/views/pistachio-cardamom-butter-cookies
Deep-Dish Maple-Bourbon Cream Pie,3.14,['apple' 'cinnamon' 'maple' 'pecan' 'vanilla'],95,19,/recipes/food/views/deep-dish-maple-bourbon-cream-pie
Caramelized-Honey Nut and Seed Tart,0.0,['almond' 'honey' 'pumpkin' 'vanilla'],0,0,/recipes/food/views/caramelized-honey-nut-and-seed-tart-56390106
Pumpkin Icebox Pie With Snickerdoodle Crust,3.14,['brandy' 'cinnamon' 'ginger' 'maple' 'nutmeg' 'pumpkin' 'vanilla'],100,20,/recipes/food/views/pumpkin-icebox-pie-with-snickerdoodle-crust-56390159
Layered Apple Pie With Phyllo Crust,4.0,['apple' 'cinnamon' 'lemon'],100,16,/recipes/food/views/layered-apple-pie-with-phyllo-crust-56390160
Cranberry-Pear Crumble,0.0,"['almond' 'cardamom' 'cranberry' 'ginger' 'oat' 'orange' 'pear' 'pepper'
 'vanilla']",100,1,/recipes/food/views/cranberry-pear-crumble
Apple-Almond Turnover,3.0,['almond' 'apple' 'vanilla'],100,1,/recipes/food/views/apple-almond-turnover
Nutty Chocolate Toffee Bark,0.0,['chocolate' 'pistachio' 'vanilla'],0,0,/recipes/food/views/nutty-chocolate-toffee-bark
Pomegranate Sorbet Parfait,0.0,['honey' 'lime' 'pistachio' 'pomegranate'],0,0,/recipes/food/views/pomegranate-sorbet-parfait
Pumpkin-Caramel Tart With Toasted-Hazelnut Crust,3.67,['cinnamon' 'ginger' 'hazelnut' 'pumpkin'],100,3,/recipes/food/views/pumpkin-caramel-tart-with-toasted-hazelnut-crust
Salted Caramel Chocolate Brownie,2.17,['caramel' 'chocolate' 'vanilla'],87,15,/recipes/food/views/salted-caramel-chocolate-brownie-56390087
"Chocolate, Pecan, and Pumpkin Seed Pie With Gingersnap Crust",2.44,['chocolate' 'pecan' 'pumpkin'],100,14,/recipes/food/views/chocolate-pecan-and-pumpkin-seed-pie-with-gingersnap-crust-56390158
Molten Peanut Butter and Chocolate Fondant Cakes,2.0,['chocolate' 'cocoa' 'peanut'],75,4,/recipes/food/views/molten-peanut-butter-and-chocolate-fondant-cakes-56390085
Coffee Doughnuts with Coffee Glaze,3.67,['coffee'],100,4,/recipes/food/views/coffee-doughnuts-with-coffee-glaze-56390164
Chai Doughnuts with Spiced Sugar,3.0,['cardamom' 'chai' 'cinnamon' 'ginger' 'nutmeg'],100,1,/recipes/food/views/chai-doughnuts-with-spiced-sugar-56390163
Chocolate Chunk Share Cookie,4.0,['caramel' 'chocolate' 'cocoa' 'vanilla'],100,4,/recipes/food/views/chocolate-chunk-share-cookie-56390161
Apple Cider Doughnuts with Cider-Caramel Glaze,0.0,['apple'],100,4,/recipes/food/views/apple-cider-doughnuts-with-cider-caramel-glaze-56390162
Chocolate Swirl Tiramisu,0.0,['chocolate' 'coffee' 'mascarpone' 'vanilla'],0,0,/recipes/food/views/chocolate-swirl-tiramisu-56390073
Date Nut Cookie Pies,4.0,['cardamom' 'clove' 'date' 'honey' 'orange' 'pecan' 'walnut'],100,2,/recipes/food/views/date-nut-cookie-pies-recipe
Apple Jack Stack Cake,4.0,['apple' 'brandy' 'vanilla'],100,3,/recipes/food/views/apple-jack-stack-cake-56390148
Whole Wheat-Apple Crisp,0.0,['apple' 'cinnamon' 'oat' 'vanilla'],0,0,/recipes/food/views/whole-wheat-apple-crisp-56390133
Spiced Chai Bundt Cake,2.2,['chai' 'pumpkin' 'vanilla'],86,14,/recipes/food/views/spiced-chai-bundt-cake-56390089
Double Ginger Sticky Toffee Pudding,3.5,['date' 'ginger'],100,2,/recipes/food/views/double-ginger-sticky-toffee-pudding-56390054
Milk Pudding with Rose Water Caramel and Figs,0.0,['cinnamon' 'fig' 'honey' 'rose'],0,0,/recipes/food/views/milk-pudding-with-rose-water-caramel-and-figs-56390105
Vegan Chocolate Tart With Salted Oat Crust,3.75,['chocolate' 'cinnamon' 'cocoa' 'coconut' 'oat' 'vanilla'],100,6,/recipes/food/views/vegan-chocolate-tart-with-salted-oat-crust-56390114
"Caramel Popcorn, Salted Almond, and Malt Cookies",0.0,['almond' 'caramel' 'chocolate' 'vanilla'],100,1,/recipes/food/views/caramel-popcorn-salted-almond-and-malt-cookies-56390066
Buttery Cayenne Pecans,4.0,['garlic' 'pecan' 'pepper'],100,1,/recipes/food/views/buttery-cayenne-pecans-56390128
Chamomile Panna Cotta With Quince,0.0,['chamomile' 'lemon' 'vanilla'],0,0,/recipes/food/views/chamomile-panna-cotta-with-quince-56390113
D.I.Y. Apple Mille-Feuille,0.0,['apple' 'brandy' 'maple' 'vanilla'],0,0,/recipes/food/views/d-i-y-apple-mille-feuille-56390112
Spiced Pear Upside-Down Cake,3.67,['cardamom' 'orange' 'pear' 'pomegranate' 'walnut'],89,9,/recipes/food/views/spiced-pear-upside-down-cake-56390111
Classic Lemon Cheesecake,3.5,['lemon' 'ricotta' 'vanilla'],100,2,/recipes/food/views/classic-lemon-cheesecake-56390075
Food Processor Carrot Cake,4.0,['carrot' 'cinnamon' 'lemon' 'pecan' 'ricotta' 'vanilla'],100,3,/recipes/food/views/food-processor-carrot-cake-56390081
Dark Chocolate Pretzel Cake,3.0,['chocolate' 'pretzel'],100,3,/recipes/food/views/dark-chocolate-pretzel-cake-56390079
Chocolate Plum Cake,0.0,['chocolate' 'cocoa' 'plum'],0,0,/recipes/food/views/chocolate-plum-cake56390135
Chocolate Plum Cake,3.62,['chocolate' 'cocoa' 'plum'],63,16,/recipes/food/views/chocolate-plum-cake-56390135
Sorghum-Bourbon Pecan Pie,0.0,['pecan' 'vanilla'],100,1,/recipes/food/views/sorghum-bourbon-pecan-pie-56390146
Vegan Pumpkin Pie,0.0,['cinnamon' 'clove' 'nutmeg' 'pumpkin' 'vanilla'],0,0,/recipes/food/views/vegan-pumpkin-pie-56390152
Green Tea Cheesecake,1.5,['lemon' 'matcha'],50,2,/recipes/food/views/green-tea-cheesecake-56390032
"Flourless Apple, Almond, and Ginger Cake",2.83,['almond' 'apple' 'clove' 'ginger' 'maple' 'raisin'],63,8,/recipes/food/views/flourless-apple-almond-and-ginger-cake-56390031
Pan Cake,0.0,['cocoa' 'coffee' 'vanilla'],50,2,/recipes/food/views/pan-cake-56390034
Spiced Honey Cake With Cream Cheese Frosting,3.2,"['cinnamon' 'coconut' 'fennel' 'ginger' 'honey' 'lemon' 'nutmeg' 'orange'
 'vanilla']",80,5,/recipes/food/views/spiced-honey-cake-with-cream-cheese-frosting-56389999
Black Grape Compote,0.0,['anise' 'grape' 'lemon'],0,0,/recipes/food/views/black-grape-compote-56389973
Dark-Chocolate Mousse,4.0,['chocolate' 'cocoa'],50,12,/recipes/food/views/dark-chocolate-mousse-56389988
Mochi-Covered Strawberries,0.0,['strawberry'],0,0,/recipes/food/views/mochi-covered-strawberries-56389993
Matcha Doughnuts,0.0,['matcha'],0,0,/recipes/food/views/matcha-doughnuts-56389980
Orange Chiffon Cake,3.71,['orange' 'vanilla'],89,36,/recipes/food/views/orange-chiffon-cake-11583
Apple and Peach Compote,2.0,['apple' 'cardamom' 'cinnamon' 'ginger' 'lemon' 'peach'],100,2,/recipes/food/views/apple-and-peach-compote-56389979
Strawberry Shortcake Ice Cream Bars,0.0,['strawberry'],0,0,/recipes/food/views/strawberry-shortcake-ice-cream-bars-56389962
Ice Cream Tacos With Chocolate and Peanuts,1.0,['chocolate' 'coconut' 'maple' 'peanut'],40,5,/recipes/food/views/ice-cream-tacos-with-chocolate-and-peanuts-56389963
Chocolate-Dipped Ice Cream Cones With Peanuts,0.0,['chocolate' 'coconut' 'peanut' 'vanilla'],0,0,/recipes/food/views/chocolate-dipped-ice-cream-cones-with-peanuts-56389964
Homemade Yellow Cake,1.86,['vanilla'],67,9,/recipes/food/views/homemade-yellow-cake-56389933
"Homemade Dump Cake With Peaches, Blueberries, and Pecans",3.07,['blueberry' 'cinnamon' 'peach' 'pecan' 'vanilla'],65,23,/recipes/food/views/homemade-dump-cake-with-peaches-blueberries-and-pecans-56389935
3-Ingredient Japanese Cheesecake,3.33,['chocolate'],79,19,/recipes/food/views/three-ingredient-japanese-cheesecake-56389916
Almond Tart with Stone Fruit and Lime Meringue,0.0,['almond' 'cherry' 'chocolate' 'lime' 'vanilla'],0,0,/recipes/food/views/almond-tart-with-stone-fruit-and-lime-meringue-56389902
Apple Crumble with Calvados and Créme Fraîche Ice Cream,3.0,['apple' 'brandy' 'cinnamon' 'nutmeg' 'vanilla'],100,1,/recipes/food/views/apple-crumble-with-calvados-and-creme-fraiche-ice-cream-56389915
Mr. and Mrs. Miscellaneous Basil-Chip Ice Cream,1.0,['basil' 'chocolate'],0,1,/recipes/food/views/mr-and-mrs-miscellaneous-basil-chip-ice-cream-56389904
Plum Clafoutis,3.67,['plum' 'vanilla'],75,4,/recipes/food/views/plum-clafoutis-56389910
Mint Chip Ice Cream,4.0,['chocolate' 'mint'],100,1,/recipes/food/views/mint-chip-ice-cream-56389914
Banana Split Ice Cream Cake,4.0,['banana' 'cherry' 'chocolate' 'coconut' 'peanut' 'vanilla'],100,1,/recipes/food/views/banana-split-ice-cream-cake-56389894
Graham Cracker Chocolate Dipped Ice Cream Sandwiches,0.0,['chocolate' 'graham_cracker'],0,0,/recipes/food/views/graham-cracker-chocolate-dipped-ice-cream-sandwiches-56389878
Raspberry Cheesecake Jars,4.0,['graham_cracker' 'lemon' 'raspberry'],100,1,/recipes/food/views/raspberry-cheesecake-jars-56389877
Strawberry-Cucumber Salad with Lemon Cream,4.0,['cardamom' 'cucumber' 'lemon' 'pepper' 'pistachio' 'strawberry'],100,7,/recipes/food/views/strawberry-cucumber-salad-with-lemon-cream-56389861
Peaches and Crema Paleta Pops,0.0,['cinnamon' 'lemon' 'peach' 'vanilla'],100,1,/recipes/food/views/peaches-and-crema-paleta-pops-56389835
Lime Cornmeal Bars with Blueberry Glaze,4.0,['blueberry' 'lime'],100,5,/recipes/food/views/lime-cornmeal-bars-with-blueberry-glaze-56389815
Jordan Marsh-Inspired Blueberry Muffins,3.65,['blueberry' 'vanilla'],95,20,/recipes/food/views/jordan-marsh-inspired-blueberry-muffins-56389811
Caramel Corn Blondies,3.0,['peanut' 'vanilla'],67,3,/recipes/food/views/caramel-corn-blondies-56389810
Pink Lemonade Bars,2.67,['lemon' 'pomegranate' 'raspberry'],33,6,/recipes/food/views/pink-lemonade-bars-56389792
Earl Grey Tea Ice Cream,3.5,['earl_grey'],100,2,/recipes/food/views/earl-grey-tea-ice-cream-56389790
"Lime, Ginger, and Lemongrass Sorbet",3.0,['ginger' 'lemongrass' 'lime'],100,1,/recipes/food/views/lime-ginger-and-lemongrass-sorbet-56389791
Whiskeyed Peach Shortcakes,4.0,['lemon' 'peach' 'vanilla' 'whiskey'],100,3,/recipes/food/views/whiskeyed-peach-shortcakes-56389789
Dark Chocolate Avocado Brownies,3.33,['apple' 'avocado' 'chocolate' 'cocoa' 'coconut' 'vanilla'],83,6,/recipes/food/views/dark-chocolate-avocado-brownies-56389787
Peach-Blackberry Camp Cake,3.0,['almond' 'blackberry' 'peach' 'vanilla'],100,1,/recipes/food/views/peach-blackberry-camp-cake-56389764
Blueberry Streusel Cake,2.76,['blueberry' 'cinnamon' 'vanilla'],53,19,/recipes/food/views/blueberry-streusel-cake-354217
Plum-Blackberry Streusel Pie,4.0,['blackberry' 'lemon' 'oat' 'plum'],100,10,/recipes/food/views/plum-blackberry-streusel-pie-354233
Yogurt-Peach Semifreddo,3.25,['lemon' 'mint' 'peach'],54,13,/recipes/food/views/yogurt-peach-semifreddo-56389739
Roasted Peaches with Ricotta Buttercream and Breadcrumbs,1.0,['honey' 'peach' 'ricotta'],0,1,/recipes/food/views/roasted-peaches-with-ricotta-buttercream-and-breadcrumbs-56389716
Blueberry-Pecan Galette,3.92,['blueberry' 'cinnamon' 'lemon' 'pecan'],93,15,/recipes/food/views/blueberry-pecan-galette-56389720
Lime and Grapefruit Daiquiri Ice Pops,0.0,['lime' 'rum'],0,0,/recipes/food/views/lime-and-grapefruit-daiquiri-ice-pops-56389732
Iron-Skillet Peach Crisp,3.88,['lemon' 'peach' 'pecan'],80,15,/recipes/food/views/iron-skillet-peach-crisp-56389711
Pavlovas with Fresh Berries,0.0,['blackberry' 'pistachio' 'vanilla'],100,1,/recipes/food/views/pavlovas-with-fresh-berries-56389721
Salted and Spiced Melon,0.0,['lemon' 'pepper'],0,0,/recipes/food/views/salted-and-spiced-melon-56389726
S'mores Sandwich Cookies,3.0,['chocolate' 'cinnamon' 'honey' 'marshmallow' 'vanilla'],60,5,/recipes/food/views/smores-sandwich-cookies-56389706
Pistachio-Cream Sandwich Cookies,4.0,['pistachio' 'vanilla'],100,1,/recipes/food/views/pistachio-cream-sandwich-cookies-56389703
Our Favorite Key Lime Pie,3.19,['cinnamon' 'graham_cracker' 'lemon' 'lime'],67,21,/recipes/food/views/our-favorite-key-lime-pie-56389684
Nana's Brownies,4.0,['chocolate' 'cocoa' 'rum' 'vanilla' 'walnut'],100,2,/recipes/food/views/nanas-brownies-56389656
"Apricot, Cherry, and Graham Cracker Crumble",3.0,['almond' 'apricot' 'cherry' 'graham_cracker' 'vanilla'],100,2,/recipes/food/views/apricot-cherry-and-graham-cracker-crumble-56389648
The Easiest Peach-Raspberry Pie with Press-In Crust,3.5,['apple' 'cinnamon' 'peach' 'raspberry' 'vanilla'],60,5,/recipes/food/views/the-easiest-peach-raspberry-pie-with-press-in-crust-56389627
Grilled Maple-Butter Apricots with Vanilla Ice Cream,0.0,['apricot' 'maple' 'vanilla'],0,0,/recipes/food/views/grilled-maple-butter-apricots-with-vanilla-ice-cream-56389626
"Cherry, Pistachio & Coconut Cake",4.0,['almond' 'cherry' 'coconut' 'pistachio'],100,2,/recipes/food/views/cherry-pistachio-coconut-cake-56389614
Chocolate Cherry Cola Cake,4.0,['cherry' 'cola' 'marshmallow' 'vanilla'],100,2,/recipes/food/views/chocolate-cherry-cola-cake-56389603
Old-Fashioned Crumb Cake,3.0,['cinnamon' 'lemon' 'vanilla'],70,13,/recipes/food/views/old-fashioned-crumb-cake-232176
Apricot Pandowdy,3.38,['apricot'],100,27,/recipes/food/views/apricot-pandowdy-232174
Coconut Cream Pie with Macaroon Press-In Crust,3.5,['almond' 'chocolate' 'coconut' 'lime'],60,5,/recipes/food/views/coconut-cream-pie-with-macaroon-press-in-crust-56389556
Strawberry-Almond Cornmeal Cake,3.4,['almond' 'strawberry'],86,7,/recipes/food/views/strawberry-almond-cornmeal-cake-56389557
Rhubarb Galettes With Hazelnut Frangipane,4.0,['hazelnut' 'orange' 'rhubarb' 'vanilla'],100,6,/recipes/food/views/rhubarb-galettes-with-hazelnut-frangipane-56389555
Malted Chocolate Cake,3.25,['chocolate' 'cocoa' 'coffee' 'vanilla'],57,7,/recipes/food/views/malted-chocolate-cake-56389554
Carrot-Walnut Loaf Cake,4.0,['carrot' 'cinnamon' 'raisin' 'vanilla' 'walnut'],100,3,/recipes/food/views/carrot-walnut-loaf-cake-56389525
Rhubarb-Pistachio Bundt Cake With Rose Glaze,3.75,['lemon' 'pistachio' 'rhubarb' 'rose' 'vanilla'],58,12,/recipes/food/views/rhubarb-pistachio-bundt-cake-with-rose-glaze-56389533
Sweet and Sour Strawberry Semifreddo with Black Sesame,4.0,['strawberry'],100,2,/recipes/food/views/sweet-and-sour-strawberry-semifreddo-with-black-sesame-56389534
Whole-Egg Lemon Buttercream,3.0,['lemon' 'vanilla'],33,3,/recipes/food/views/whole-egg-lemon-buttercream-56389523
Whole-Egg Molasses Buttercream,1.5,['vanilla'],0,2,/recipes/food/views/whole-egg-molasses-buttercream-56389524
Lemon Coconut Mousse,4.0,['coconut' 'honey' 'lemon'],100,1,/recipes/food/views/lemon-coconut-mousse-56389509
Strawberry and Cranberry Popsicles,0.0,['cranberry' 'strawberry'],0,0,/recipes/food/views/strawberry-and-cranberry-popsicles-56389511
"Raspberry, Whiskey & Oat Cheesecake",0.0,['honey' 'oat' 'raspberry' 'vanilla' 'whiskey'],0,0,/recipes/food/views/raspberry-whiskey-oat-cheesecake-56389498
Chocolate Molten Lava Cakes,2.5,['chocolate' 'cocoa'],100,3,/recipes/food/views/chocolate-molten-lava-cakes-56389481
"Coconut Tapioca With Pineapple, Mango, And Lime",0.0,['apple' 'coconut' 'lime' 'mango' 'pineapple' 'vanilla'],0,0,/recipes/food/views/coconut-tapioca-with-pineapple-mango-and-lime-56389471
Breakfast Cookies,3.44,['cinnamon' 'coconut' 'date' 'maple' 'oat' 'vanilla'],79,14,/recipes/food/views/breakfast-cookies-56389472
Coffee Coffee Coffee Cake,2.88,['cardamom' 'chocolate' 'cinnamon' 'coffee' 'pecan' 'vanilla'],88,8,/recipes/food/views/coffee-coffee-coffee-cake-56389466
Pecan Praline Thumbprints,0.0,['maple' 'pecan' 'vanilla'],0,0,/recipes/food/views/pecan-praline-thumbprints-56389460
Absinthe's Golden Yogurt Cake,4.0,['honey' 'orange' 'vanilla'],75,4,/recipes/food/views/absinthes-golden-yogurt-cake-56389457
Hibiscus Pavlova with Lemon-Hibiscus Cream,4.0,['hibiscus' 'lemon'],60,5,/recipes/food/views/hibiscus-pavlova-with-lemon-hibiscus-cream-56389421
Maple Chocolate Cake,4.0,['cocoa' 'maple' 'vanilla'],100,2,/recipes/food/views/maple-chocolate-cake-56389419
Black-and-White Pancake Cake,0.0,['chocolate' 'maple' 'mascarpone' 'vanilla'],0,0,/recipes/food/views/black-and-white-pancake-cake-56389420
Berry and Ricotta Slice,3.2,['lemon' 'ricotta' 'vanilla'],45,11,/recipes/food/views/berry-and-ricotta-slice-56389417
Blood Orange-Curd Sundaes with Olive Oil and Sea Salt,3.0,['lemon' 'orange' 'vanilla'],100,1,/recipes/food/views/blood-orange-curd-sundaes-with-olive-oil-and-sea-salt-56389372
Our Favorite Banana Bread,3.54,['banana' 'vanilla' 'walnut'],81,70,/recipes/food/views/our-favorite-banana-bread-56389378
Fresh Pineapple Upside-Down Cake,3.37,['pineapple' 'vanilla'],88,55,/recipes/food/views/fresh-pineapple-upside-down-cake-238072
Fudgy Double-Chocolate Brownies,4.0,['chocolate' 'cocoa'],100,8,/recipes/food/views/fudgy-double-chocolate-brownies-56389363
